user_id,date,description,amount,category,type,source,is_anomaly,anomaly_score
1,2025-05-25 03:43:12.219276,Chai Tapri Tea & Samosa,161.0,Food,expense,NetBanking,False,0.0
1,2025-05-25 22:09:12.219276,Local vegetable vendor,315.0,Food,expense,Credit Card,False,0.0
1,2025-05-26 02:19:12.219276,H&M jeans,2933.0,Shopping,expense,NetBanking,False,0.0
1,2025-05-28 03:38:12.219276,College Tuition Fee Semester 1,165.0,Education,expense,Credit Card,False,0.0
1,2025-05-28 23:50:12.219276,Udemy Python Course,910.0,Education,expense,Credit Card,False,0.0
1,2025-05-30 01:06:12.219276,University Exam Fee,423.0,Education,expense,NetBanking,False,0.0
1,2025-05-31 02:37:12.219276,Lab manual printout charges,33788.0,Education,expense,NetBanking,False,0.0
1,2025-06-01 07:02:12.219276,Hostel laundry charges,101.0,Hostel,expense,Credit Card,False,0.0
1,2025-06-03 02:08:12.219276,Juice Shop hostel,201.0,Food,expense,Credit Card,False,0.0
1,2025-06-06 10:47:12.219276,Zomato Order,201.0,Food,expense,Credit Card,False,0.0
1,2025-06-06 04:33:12.219276,Netflix subscription premium,487.0,Entertainment,expense,Credit Card,False,0.0
1,2025-06-07 23:30:12.219276,ATM Cash withdrawal Self,395.0,Miscellaneous,expense,Credit Card,False,0.0
1,2025-06-08 02:16:12.219276,Temple donation offering,317.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-06-09 09:54:12.219276,Book Store college textbooks,936.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-16 09:25:12.219276,Netflix subscription premium,517.0,Entertainment,expense,NetBanking,False,0.0
1,2025-06-16 21:28:12.219276,Zara retail mall,3625.0,Shopping,expense,Credit Card,False,0.0
1,2025-06-19 01:11:12.219276,Hostel Washing Machine Token,57.0,Hostel,expense,NetBanking,False,0.0
1,2025-06-19 06:01:12.219276,Amazon shopping clothes,844.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-19 23:46:12.219276,H&M jeans,2072.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-22 10:59:12.219276,Pub weekend entry cover charge,548.0,Entertainment,expense,Credit Card,False,0.0
1,2025-06-23 09:27:12.219276,GitHub Copilot Subscription,2389.0,Bills,expense,Credit Card,False,0.0
1,2025-06-23 09:50:12.219276,Hostel Room Heater Surcharge,90.0,Hostel,expense,Credit Card,False,0.0
