user_id,date,description,amount,category,type,source,is_anomaly,anomaly_score
1,2025-05-21 22:11:12.219276,Metro Card Recharge Metro Station,82.0,Transport,expense,Cash,False,0.0
1,2025-05-24 08:48:12.219276,PG accommodation rent,56.0,Hostel,expense,Cash,False,0.0
1,2025-05-25 03:43:12.219276,Chai Tapri Tea & Samosa,161.0,Food,expense,NetBanking,False,0.0
1,2025-05-25 07:28:12.219276,Petrol Pump HP,82.0,Transport,expense,UPI,False,0.0
1,2025-05-25 22:09:12.219276,Local vegetable vendor,315.0,Food,expense,Credit Card,False,0.0
1,2025-05-26 02:19:12.219276,H&M jeans,2933.0,Shopping,expense,NetBanking,False,0.0
1,2025-05-27 00:34:12.219276,Coding gig client work,526.0,Income,income,UPI,False,0.0
1,2025-05-28 01:08:12.219276,Coursera Certificate subscription,529.0,Education,expense,UPI,False,0.0
1,2025-05-28 03:17:12.219276,Metro Card Recharge Metro Station,266.0,Transport,expense,Cash,False,0.0
1,2025-05-28 03:38:12.219276,College Tuition Fee Semester 1,165.0,Education,expense,Credit Card,False,0.0
1,2025-05-28 23:50:12.219276,Udemy Python Course,910.0,Education,expense,Credit Card,False,0.0
1,2025-05-29 09:31:12.219276,Starbucks Coffee,367.0,Food,expense,Cash,False,0.0
1,2025-05-29 10:39:12.219276,Laundry detergent detergent shop,235.0,Miscellaneous,expense,UPI,False,0.0
1,2025-05-29 09:12:12.219276,KFC Chicken meal,136.0,Food,expense,UPI,False,0.0
1,2025-05-30 05:34:12.219276,Credit card cash back reward,129.0,Income,income,System Wallet,False,0.0
1,2025-05-30 04:23:12.219276,Hostel laundry charges,52.0,Hostel,expense,UPI,False,0.0
1,2025-05-30 01:06:12.219276,University Exam Fee,423.0,Education,expense,NetBanking,False,0.0
1,2025-05-30 20:12:12.219276,PG accommodation rent,100.0,Hostel,expense,UPI,False,0.0
1,2025-05-31 02:37:12.219276,Lab manual printout charges,33788.0,Education,expense,NetBanking,False,0.0
1,2025-05-31 23:42:12.219276,Zomato Order,328.0,Food,expense,Cash,False,0.0
1,2025-06-01 08:47:12.219276,GitHub Copilot Subscription,776.0,Bills,expense,Cash,False,0.0
1,2025-06-01 07:02:12.219276,Hostel laundry charges,101.0,Hostel,expense,Credit Card,False,0.0
1,2025-06-01 05:35:12.219276,Hostel Room Heater Surcharge,80.0,Hostel,expense,UPI,False,0.0
1,2025-06-01 21:34:12.219276,Uncle birthday gift money,24075.0,Income,income,Bank Transfer,False,0.0
1,2025-06-02 21:34:12.219276,Freelance Web Design payment,476.0,Income,income,UPI,False,0.0
1,2025-06-03 02:08:12.219276,Juice Shop hostel,201.0,Food,expense,Credit Card,False,0.0
1,2025-06-03 11:25:12.219276,Local vegetable vendor,372.0,Food,expense,UPI,False,0.0
1,2025-06-04 20:59:12.219276,Photocopy shop xerox notes,210.0,Education,expense,UPI,False,0.0
1,2025-06-05 08:45:12.219276,University Exam Fee,489.0,Education,expense,UPI,False,0.0
1,2025-06-05 10:25:12.219276,Stationery shop notebook,1423.0,Shopping,expense,UPI,False,0.0
1,2025-06-05 20:34:12.219276,Uncle birthday gift money,16604.0,Income,income,Bank Transfer,False,0.0
1,2025-06-06 10:47:12.219276,Zomato Order,201.0,Food,expense,Credit Card,False,0.0
1,2025-06-06 04:33:12.219276,Netflix subscription premium,487.0,Entertainment,expense,Credit Card,False,0.0
1,2025-06-06 10:43:12.219276,Hostel Electricity surcharge,1832.0,Bills,expense,Cash,False,0.0
1,2025-06-05 21:21:12.219276,Auto Fare Cash,141.0,Transport,expense,Cash,False,0.0
1,2025-06-08 00:38:12.219276,Hostel Security Deposit Refundable,64.0,Hostel,expense,UPI,False,0.0
1,2025-06-07 23:30:12.219276,ATM Cash withdrawal Self,395.0,Miscellaneous,expense,Credit Card,False,0.0
1,2025-06-07 22:00:12.219276,Friend Splitwise repayment,346.0,Miscellaneous,expense,Cash,False,0.0
1,2025-06-08 02:16:12.219276,Temple donation offering,317.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-06-09 09:54:12.219276,Book Store college textbooks,936.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-10 20:34:12.219276,Pocket money Dad transfer,22508.0,Income,income,Bank Transfer,False,0.0
1,2025-06-10 23:34:12.219276,Social media management fee,1286.0,Income,income,UPI,False,0.0
1,2025-06-11 10:27:12.219276,Burger King combo,205.0,Food,expense,UPI,False,0.0
1,2025-06-10 20:16:12.219276,Hostel warden room repair,127.0,Hostel,expense,Cash,False,0.0
1,2025-06-11 23:51:12.219276,Burger King combo,148.0,Food,expense,UPI,False,0.0
1,2025-06-12 04:06:12.219276,Nike showroom sneakers,1262.0,Shopping,expense,UPI,False,0.0
1,2025-06-14 03:44:12.219276,Amazon shopping clothes,414.0,Shopping,expense,UPI,False,0.0
1,2025-06-13 22:30:12.219276,GitHub Copilot Subscription,1851.0,Bills,expense,UPI,False,0.0
1,2025-06-14 00:01:12.219276,Juice Shop hostel,98.0,Food,expense,Cash,False,0.0
1,2025-06-15 07:23:12.219276,College Tuition Fee Semester 1,530.0,Education,expense,UPI,False,0.0
1,2025-06-15 03:29:12.219276,Hostel laundry charges,154.0,Hostel,expense,UPI,False,0.0
1,2025-06-16 09:25:12.219276,Netflix subscription premium,517.0,Entertainment,expense,NetBanking,False,0.0
1,2025-06-16 21:28:12.219276,Zara retail mall,3625.0,Shopping,expense,Credit Card,False,0.0
1,2025-06-18 02:35:12.219276,Gas cylinder booking Indane,1350.0,Bills,expense,UPI,False,0.0
1,2025-06-19 08:17:12.219276,Library overdue book fine,671.0,Education,expense,Cash,False,0.0
1,2025-06-19 01:11:12.219276,Hostel Washing Machine Token,57.0,Hostel,expense,NetBanking,False,0.0
1,2025-06-19 06:01:12.219276,Amazon shopping clothes,844.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-20 08:34:12.219276,Student Mess Fees Monthly,375.0,Food,expense,UPI,False,0.0
1,2025-06-20 07:01:12.219276,Hostel laundry charges,187.0,Hostel,expense,UPI,False,0.0
1,2025-06-20 05:06:12.219276,Supermarket Groceries,249.0,Food,expense,UPI,False,0.0
1,2025-06-19 23:46:12.219276,H&M jeans,2072.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-20 19:53:12.219276,Biryani House Restaurant,371.0,Food,expense,Cash,False,0.0
1,2025-06-21 06:03:12.219276,Local thrift store jacket,2160.0,Shopping,expense,Cash,False,0.0
1,2025-06-20 21:52:12.219276,Cloud storage Google One,975.0,Bills,expense,UPI,False,0.0
1,2025-06-22 01:43:12.219276,University Exam Fee,581.0,Education,expense,UPI,False,0.0
1,2025-06-21 22:03:12.219276,Swiggy Delivery Hyderabad,205.0,Food,expense,Cash,False,0.0
1,2025-06-22 10:59:12.219276,Pub weekend entry cover charge,548.0,Entertainment,expense,Credit Card,False,0.0
1,2025-06-22 08:48:12.219276,Metro Card Recharge Metro Station,32.0,Transport,expense,UPI,False,0.0
1,2025-06-23 09:42:12.219276,Electricity bill board,2383.0,Bills,expense,UPI,False,0.0
1,2025-06-23 09:27:12.219276,GitHub Copilot Subscription,2389.0,Bills,expense,Credit Card,False,0.0
1,2025-06-23 09:50:12.219276,Hostel Room Heater Surcharge,90.0,Hostel,expense,Credit Card,False,0.0
1,2025-06-23 11:14:12.219276,Parking charges mall,171.0,Transport,expense,Cash,False,0.0
1,2025-06-24 06:31:12.219276,Local vegetable vendor,226.0,Food,expense,NetBanking,False,0.0
1,2025-06-24 00:19:12.219276,Hostel Room Rent Monthly AC,85.0,Hostel,expense,Credit Card,False,0.0
1,2025-06-24 10:00:12.219276,Ola Cab Booking,242.0,Transport,expense,Cash,False,0.0
1,2025-06-25 03:34:12.219276,Cred cash back points,15.0,Income,income,System Wallet,False,0.0
1,2025-06-25 03:05:12.219276,Maggie Point Gate 2,232.0,Food,expense,Credit Card,False,0.0
1,2025-06-25 06:16:12.219276,Auto Fare Cash,253.0,Transport,expense,Credit Card,False,0.0
1,2025-06-24 20:32:12.219276,BookMyShow Movie Ticket PVR,1107.0,Entertainment,expense,Cash,False,0.0
1,2025-06-26 00:37:12.219276,Zomato Order,409.0,Food,expense,Credit Card,False,0.0
1,2025-06-26 06:22:12.219276,Book Store college textbooks,1740.0,Shopping,expense,NetBanking,False,0.0
1,2025-06-26 10:35:12.219276,Concert ticket EDM show,1013.0,Entertainment,expense,UPI,False,0.0
1,2025-06-25 21:22:12.219276,Hostel Room Rent Monthly AC,139.0,Hostel,expense,UPI,False,0.0
1,2025-06-26 23:34:12.219276,Freelance Web Design payment,283.0,Income,income,UPI,False,0.0
1,2025-06-27 10:18:12.219276,Noodles corner,422.0,Food,expense,UPI,False,0.0
1,2025-06-28 00:53:12.219276,Biryani House Restaurant,390.0,Food,expense,UPI,False,0.0
1,2025-06-28 07:59:12.219276,Biryani House Restaurant,93.0,Food,expense,Cash,False,0.0
1,2025-06-28 23:18:12.219276,Biryani House Restaurant,433.0,Food,expense,UPI,False,0.0
1,2025-06-30 09:16:12.219276,Chai Tapri Tea & Samosa,369.0,Food,expense,NetBanking,False,0.0
1,2025-06-29 15:14:12.219276,MIDNIGHT SUSPICIOUS - University Exam Fee,2394.0,Education,expense,UPI,True,80.5014685210457
1,2025-06-30 04:13:12.219276,Airtel broadband wifi,1883.0,Bills,expense,Cash,False,0.0
1,2025-06-30 03:54:12.219276,Hostel laundry charges,173.0,Hostel,expense,Cash,False,0.0
1,2025-07-01 21:34:12.219276,Parents monthly allowance,22385.0,Income,income,Bank Transfer,False,0.0
1,2025-07-02 05:45:12.219276,Gift box wrapper,244.0,Miscellaneous,expense,Credit Card,False,0.0
1,2025-07-02 04:30:12.219276,Jio Prepaid Mobile Recharge,1553.0,Bills,expense,NetBanking,False,0.0
1,2025-07-02 01:39:12.219276,Gift box wrapper,500.0,Miscellaneous,expense,UPI,False,0.0
1,2025-07-02 11:15:12.219276,Toll plaza fee,238.0,Transport,expense,UPI,False,0.0
1,2025-07-03 05:16:12.219276,Zomato Order,230.0,Food,expense,UPI,False,0.0
1,2025-07-03 09:21:12.219276,Lost cash wallet,292.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-07-03 04:50:12.219276,Hostel Washing Machine Token,5941.0,Hostel,expense,NetBanking,False,0.0
1,2025-07-04 04:20:12.219276,University Exam Fee,479.0,Education,expense,Credit Card,False,0.0
1,2025-07-05 02:57:12.219276,Lost cash wallet,101.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-07-05 03:36:12.219276,Campus Canteen Maggie,87.0,Food,expense,UPI,False,0.0
1,2025-07-05 10:40:12.219276,Juice Shop hostel,229.0,Food,expense,UPI,False,0.0
1,2025-07-05 05:45:12.219276,Biryani House Restaurant,225.0,Food,expense,Credit Card,False,0.0
1,2025-07-05 23:34:12.219276,Pocket money Dad transfer,19136.0,Income,income,Bank Transfer,False,0.0
1,2025-07-09 03:23:12.219276,Myntra t-shirt purchase,1416.0,Shopping,expense,Credit Card,False,0.0
1,2025-07-09 08:53:12.219276,Hostel Room Heater Surcharge,165.0,Hostel,expense,NetBanking,False,0.0
1,2025-07-09 02:14:12.219276,Temple donation offering,80.0,Miscellaneous,expense,UPI,False,0.0
1,2025-07-08 21:44:12.219276,Auto Fare Cash,71.0,Transport,expense,UPI,False,0.0
1,2025-07-10 01:34:12.219276,Credit card cash back reward,130.0,Income,income,System Wallet,False,0.0
1,2025-07-10 22:34:12.219276,Pocket money Dad transfer,19720.0,Income,income,Bank Transfer,False,0.0
1,2025-07-11 02:01:12.219276,Supermarket Groceries,199.0,Food,expense,Cash,False,0.0
1,2025-07-10 23:38:12.219276,Juice Shop hostel,195.0,Food,expense,NetBanking,False,0.0
1,2025-07-11 05:02:12.219276,Dominos Pizza,237.0,Food,expense,Cash,False,0.0
1,2025-07-11 22:12:12.219276,Concert ticket EDM show,1174.0,Entertainment,expense,Credit Card,False,0.0
1,2025-07-12 03:35:12.219276,Burger King combo,301.0,Food,expense,Cash,False,0.0
1,2025-07-12 21:22:12.219276,ATM Cash withdrawal Self,441.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-07-13 01:11:12.219276,Noodles corner,345.0,Food,expense,NetBanking,False,0.0
1,2025-07-13 05:54:12.219276,Amusement park ticket,336.0,Entertainment,expense,Credit Card,False,0.0
1,2025-07-13 05:16:12.219276,KFC Chicken meal,162.0,Food,expense,Credit Card,False,0.0
1,2025-07-13 23:23:12.219276,Noodles corner,125.0,Food,expense,NetBanking,False,0.0
1,2025-07-14 10:00:12.219276,Board game cafe bill,152.0,Entertainment,expense,Cash,False,0.0
1,2025-07-14 10:22:12.219276,Starbucks Coffee,345.0,Food,expense,Credit Card,False,0.0
1,2025-07-14 10:30:12.219276,Starbucks Coffee,216.0,Food,expense,NetBanking,False,0.0
1,2025-07-16 05:34:12.219276,Freelance Web Design payment,1472.0,Income,income,UPI,False,0.0
1,2025-07-20 11:04:12.219276,Hostel Electricity surcharge,2184.0,Bills,expense,Credit Card,False,0.0
1,2025-07-21 00:29:12.219276,Student Mess Fees Monthly,177.0,Food,expense,Cash,False,0.0
1,2025-07-21 04:26:12.219276,Campus Canteen Maggie,292.0,Food,expense,Cash,False,0.0
1,2025-07-21 11:29:12.219276,Campus Canteen Maggie,232.0,Food,expense,Cash,False,0.0
1,2025-07-21 08:03:12.219276,Noodles corner,355.0,Food,expense,NetBanking,False,0.0
1,2025-07-21 20:54:12.219276,Car rental service,226.0,Transport,expense,Credit Card,False,0.0
1,2025-07-23 06:29:12.219276,BookMyShow Movie Ticket PVR,1164.0,Entertainment,expense,UPI,False,0.0
1,2025-07-22 20:20:12.219276,KFC Chicken meal,305.0,Food,expense,Credit Card,False,0.0
1,2025-07-23 11:24:12.219276,Student Mess Fees Monthly,415.0,Food,expense,UPI,False,0.0
1,2025-07-24 07:54:12.219276,Gift box wrapper,253.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-07-24 04:48:12.219276,GitHub Copilot Subscription,247.0,Bills,expense,UPI,False,0.0
1,2025-07-25 09:44:12.219276,Chai Tapri Tea & Samosa,404.0,Food,expense,UPI,False,0.0
1,2025-07-25 04:56:12.219276,Amazon shopping clothes,588.0,Shopping,expense,UPI,False,0.0
1,2025-07-25 00:45:12.219276,Photocopy shop xerox notes,1187.0,Education,expense,UPI,False,0.0
1,2025-07-26 04:34:12.219276,Credit card cash back reward,71.0,Income,income,System Wallet,False,0.0
1,2025-07-26 04:16:12.219276,Starbucks Coffee,316.0,Food,expense,Credit Card,False,0.0
1,2025-07-26 00:38:12.219276,Burger King combo,318.0,Food,expense,Cash,False,0.0
1,2025-07-26 04:03:12.219276,Gas cylinder booking Indane,1325.0,Bills,expense,Credit Card,False,0.0
1,2025-07-26 02:58:12.219276,Local thrift store jacket,1975.0,Shopping,expense,UPI,False,0.0
1,2025-07-27 03:34:12.219276,Sunglasses purchase store,1609.0,Shopping,expense,Credit Card,False,0.0
1,2025-07-27 11:27:12.219276,Gift box wrapper,448.0,Miscellaneous,expense,UPI,False,0.0
1,2025-07-27 02:13:12.219276,Local thrift store jacket,2886.0,Shopping,expense,UPI,False,0.0
1,2025-07-26 23:31:12.219276,H&M jeans,3494.0,Shopping,expense,UPI,False,0.0
1,2025-07-29 04:54:12.219276,Biryani House Restaurant,266.0,Food,expense,UPI,False,0.0
1,2025-07-29 07:07:12.219276,BookMyShow Movie Ticket PVR,561.0,Entertainment,expense,Cash,False,0.0
1,2025-07-29 05:21:12.219276,Hostel Washing Machine Token,92.0,Hostel,expense,Credit Card,False,0.0
1,2025-07-31 19:50:12.219276,Board game cafe bill,899.0,Entertainment,expense,Credit Card,False,0.0
1,2025-08-01 23:34:12.219276,Uncle birthday gift money,17024.0,Income,income,Bank Transfer,False,0.0
1,2025-08-01 23:17:12.219276,Laundry detergent detergent shop,471.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-08-02 06:32:12.219276,Train Ticket IRCTC,42.0,Transport,expense,Cash,False,0.0
1,2025-08-03 20:53:12.219276,H&M jeans,2072.0,Shopping,expense,UPI,False,0.0
1,2025-08-03 23:58:12.219276,Water supply bill,498.0,Bills,expense,Cash,False,0.0
1,2025-08-04 09:15:12.219276,Gas cylinder booking Indane,2312.0,Bills,expense,UPI,False,0.0
1,2025-08-05 02:02:12.219276,Laundry detergent detergent shop,193.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-08-05 06:37:12.219276,Jio Prepaid Mobile Recharge,1585.0,Bills,expense,NetBanking,False,0.0
1,2025-08-04 22:16:12.219276,Concert ticket EDM show,538.0,Entertainment,expense,Credit Card,False,0.0
1,2025-08-05 20:34:12.219276,Pocket money Dad transfer,24783.0,Income,income,Bank Transfer,False,0.0
1,2025-08-06 00:34:12.219276,GPay cashback reward,42.0,Income,income,System Wallet,False,0.0
1,2025-08-07 06:23:12.219276,Car rental service,140.0,Transport,expense,UPI,False,0.0
1,2025-08-07 04:25:12.219276,CRITICAL SPIKE - Chai Tapri Tea & Samosa,5775.0,Food,expense,UPI,True,91.46015315950442
1,2025-08-06 19:56:12.219276,Zomato Order,418.0,Food,expense,UPI,False,0.0
1,2025-08-06 20:42:12.219276,Car rental service,195.0,Transport,expense,NetBanking,False,0.0
1,2025-08-07 23:02:12.219276,Local vegetable vendor,112.0,Food,expense,NetBanking,False,0.0
1,2025-08-08 05:03:12.219276,Hostel Security Deposit Refundable,61.0,Hostel,expense,Cash,False,0.0
1,2025-08-07 23:05:12.219276,Swiggy Delivery Hyderabad,325.0,Food,expense,Credit Card,False,0.0
1,2025-08-07 21:42:12.219276,Water supply bill,430.0,Bills,expense,UPI,False,0.0
1,2025-08-09 05:03:12.219276,Hostel warden room repair,133.0,Hostel,expense,Cash,False,0.0
1,2025-08-09 02:01:12.219276,PG accommodation rent,160.0,Hostel,expense,UPI,False,0.0
1,2025-08-09 08:00:12.219276,Jio Prepaid Mobile Recharge,1794.0,Bills,expense,Credit Card,False,0.0
1,2025-08-09 06:43:12.219276,Maggie Point Gate 2,298.0,Food,expense,NetBanking,False,0.0
1,2025-08-10 07:25:12.219276,Zomato Order,123.0,Food,expense,UPI,False,0.0
1,2025-08-10 06:16:12.219276,Juice Shop hostel,110.0,Food,expense,Cash,False,0.0
1,2025-08-09 20:52:12.219276,Student Mess Fees Monthly,261.0,Food,expense,Credit Card,False,0.0
1,2025-08-10 22:34:12.219276,Uncle birthday gift money,20119.0,Income,income,Bank Transfer,False,0.0
1,2025-08-11 07:28:12.219276,Metro Card Recharge Metro Station,276.0,Transport,expense,UPI,False,0.0
1,2025-08-11 03:25:12.219276,Hostel Washing Machine Token,79.0,Hostel,expense,Cash,False,0.0
1,2025-08-10 19:45:12.219276,Board game cafe bill,203.0,Entertainment,expense,NetBanking,False,0.0
1,2025-08-11 06:34:12.219276,Sunglasses purchase store,3522.0,Shopping,expense,NetBanking,False,0.0
1,2025-08-11 22:21:12.219276,Gift box wrapper,255.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-13 06:23:12.219276,Amusement park ticket,848.0,Entertainment,expense,NetBanking,False,0.0
1,2025-08-13 01:22:12.219276,Temple donation offering,93.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-13 09:05:12.219276,ATM Cash withdrawal Self,395.0,Miscellaneous,expense,Credit Card,False,0.0
1,2025-08-14 08:41:12.219276,Local thrift store jacket,3492.0,Shopping,expense,NetBanking,False,0.0
1,2025-08-14 04:36:12.219276,H&M jeans,3179.0,Shopping,expense,Cash,False,0.0
1,2025-08-14 04:47:12.219276,Shell Fuel Station,336.0,Transport,expense,UPI,False,0.0
1,2025-08-15 08:08:12.219276,CRITICAL SPIKE - Shoppers Stop shoes,13365.0,Shopping,expense,UPI,True,88.67535308574419
1,2025-08-14 21:59:12.219276,Bike taxi Rapido,316.0,Transport,expense,NetBanking,False,0.0
1,2025-08-17 08:19:12.219276,KFC Chicken meal,240.0,Food,expense,Cash,False,0.0
1,2025-08-17 01:25:12.219276,Concert ticket EDM show,385.0,Entertainment,expense,NetBanking,False,0.0
1,2025-08-16 22:01:12.219276,Laundry detergent detergent shop,475.0,Miscellaneous,expense,NetBanking,False,0.0
1,2025-08-18 05:21:12.219276,Pub weekend entry cover charge,970.0,Entertainment,expense,Credit Card,False,0.0
1,2025-08-19 02:31:12.219276,Zomato Order,341.0,Food,expense,Cash,False,0.0
1,2025-08-18 22:43:12.219276,Scientific Calculator Casio,1421.0,Education,expense,UPI,False,0.0
1,2025-08-20 01:23:12.219276,Friend Splitwise repayment,439.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-21 06:29:12.219276,Temple donation offering,279.0,Miscellaneous,expense,Cash,False,0.0
1,2025-08-21 04:11:12.219276,Coursera Certificate subscription,1060.0,Education,expense,NetBanking,False,0.0
1,2025-08-21 09:36:12.219276,Maggie Point Gate 2,339.0,Food,expense,Credit Card,False,0.0
1,2025-08-22 05:34:12.219276,GPay cashback reward,33.0,Income,income,System Wallet,False,0.0
1,2025-08-22 01:54:12.219276,GitHub Copilot Subscription,268.0,Bills,expense,Cash,False,0.0
1,2025-08-22 09:40:12.219276,Laundry detergent detergent shop,306.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-22 10:07:12.219276,University Exam Fee,453.0,Education,expense,Credit Card,False,0.0
1,2025-08-22 21:24:12.219276,Scientific Calculator Casio,893.0,Education,expense,NetBanking,False,0.0
1,2025-08-24 04:50:12.219276,Maggie Point Gate 2,128.0,Food,expense,Credit Card,False,0.0
1,2025-08-24 06:53:12.219276,Friend Splitwise repayment,220.0,Miscellaneous,expense,UPI,False,0.0
1,2025-08-25 08:15:12.219276,Biryani House Restaurant,442.0,Food,expense,NetBanking,False,0.0
1,2025-08-25 06:35:12.219276,Coursera Certificate subscription,1178.0,Education,expense,Credit Card,False,0.0
1,2025-08-25 01:48:12.219276,Library overdue book fine,538.0,Education,expense,Credit Card,False,0.0
1,2025-08-25 21:16:12.219276,Campus Canteen Maggie,131.0,Food,expense,Cash,False,0.0
1,2025-08-27 01:20:12.219276,Biryani House Restaurant,272.0,Food,expense,UPI,False,0.0
1,2025-08-27 10:13:12.219276,Electricity bill board,1782.0,Bills,expense,UPI,False,0.0
1,2025-08-27 02:53:12.219276,Sunglasses purchase store,3610.0,Shopping,expense,Cash,False,0.0
1,2025-08-27 10:03:12.219276,Jio Prepaid Mobile Recharge,1606.0,Bills,expense,Cash,False,0.0
1,2025-08-28 00:29:12.219276,PG accommodation rent,157.0,Hostel,expense,UPI,False,0.0
1,2025-08-27 23:19:12.219276,Amazon shopping clothes,3026.0,Shopping,expense,NetBanking,False,0.0
1,2025-08-28 04:02:12.219276,Hostel laundry charges,81.0,Hostel,expense,UPI,False,0.0
1,2025-08-28 20:00:12.219276,Spotify Premium monthly plan,604.0,Entertainment,expense,NetBanking,False,0.0
1,2025-08-29 22:34:12.219276,GPay cashback reward,108.0,Income,income,System Wallet,False,0.0
1,2025-08-29 23:42:12.219276,Uber Auto Ride,193.0,Transport,expense,NetBanking,False,0.0
