user_id,date,description,amount,category,type,source,is_anomaly,anomaly_score
2,2025-05-21 09:19:12.219276,Gaming Zone Arcade Mall,798.0,Entertainment,expense,NetBanking,False,0.0
2,2025-05-20 12:57:12.219276,MIDNIGHT SUSPICIOUS - Water supply bill,7458.0,Bills,expense,UPI,True,94.66054121226517
2,2025-05-20 23:29:12.219276,ATM Cash withdrawal Self,50.0,Miscellaneous,expense,NetBanking,False,0.0
2,2025-05-23 02:16:12.219276,Cough syrup & vitamins,983.0,Healthcare,expense,Credit Card,False,0.0
2,2025-05-23 07:27:12.219276,Stationery shop notebook,969.0,Shopping,expense,Credit Card,False,0.0
2,2025-05-22 23:34:12.219276,Student health insurance premium,790.0,Healthcare,expense,UPI,False,0.0
2,2025-05-23 08:42:12.219276,Parking charges mall,38.0,Transport,expense,Credit Card,False,0.0
2,2025-05-24 01:03:12.219276,Travel agent booking ticket,6951.0,Travel,expense,Cash,False,0.0
2,2025-05-24 06:48:12.219276,Laundry detergent detergent shop,332.0,Miscellaneous,expense,Credit Card,False,0.0
2,2025-05-24 04:00:12.219276,LUXURY DIAMOND RING JEWELLER,90515.0,Shopping,expense,Cash,True,82.4539240909375
2,2025-05-24 23:11:12.219276,Electricity bill board,255.0,Bills,expense,NetBanking,False,0.0
2,2025-05-25 04:03:12.219276,Travel agent booking ticket,2655.0,Travel,expense,Cash,False,0.0
2,2025-05-25 03:04:12.219276,ATM Cash withdrawal Self,317.0,Miscellaneous,expense,UPI,False,0.0
2,2025-05-24 21:31:12.219276,Parking charges mall,306.0,Transport,expense,NetBanking,False,0.0
2,2025-05-27 04:44:12.219276,Luggage bag purchase Safari,4715.0,Travel,expense,NetBanking,False,0.0
2,2025-05-27 03:37:12.219276,Local vegetable vendor,385.0,Food,expense,Cash,False,0.0
2,2025-05-26 19:52:12.219276,Luggage bag purchase Safari,3385.0,Travel,expense,NetBanking,False,0.0
2,2025-05-27 03:42:12.219276,MakeMyTrip flight Bangalore to Delhi,3038.0,Travel,expense,NetBanking,False,0.0
2,2025-05-28 00:16:12.219276,Electricity bill board,556.0,Bills,expense,Cash,False,0.0
2,2025-05-28 10:45:12.219276,Hotel room booking OYO,3436.0,Travel,expense,UPI,False,0.0
2,2025-05-31 03:16:12.219276,Stationery shop notebook,3483.0,Shopping,expense,Credit Card,False,0.0
2,2025-05-31 06:37:12.219276,Travel agent booking ticket,7223.0,Travel,expense,Cash,False,0.0
2,2025-05-31 10:53:12.219276,Water supply bill,315.0,Bills,expense,Credit Card,False,0.0
2,2025-05-31 10:50:12.219276,Travel agent booking ticket,6362.0,Travel,expense,Credit Card,False,0.0
2,2025-05-31 20:40:12.219276,Campus Canteen Maggie,309.0,Food,expense,NetBanking,False,0.0
2,2025-06-01 03:55:12.219276,Gift box wrapper,231.0,Miscellaneous,expense,Credit Card,False,0.0
2,2025-06-01 08:03:12.219276,Hostel Electricity surcharge,502.0,Bills,expense,Cash,False,0.0
2,2025-06-01 20:00:12.219276,GitHub Copilot Subscription,143.0,Bills,expense,UPI,False,0.0
2,2025-06-03 21:37:12.219276,Concert ticket EDM show,665.0,Entertainment,expense,UPI,False,0.0
2,2025-06-03 22:28:12.219276,Pub weekend entry cover charge,399.0,Entertainment,expense,UPI,False,0.0
2,2025-06-05 10:16:12.219276,Myntra t-shirt purchase,3249.0,Shopping,expense,NetBanking,False,0.0
2,2025-06-05 09:18:12.219276,Parking charges mall,262.0,Transport,expense,NetBanking,False,0.0
2,2025-06-04 20:58:12.219276,Hostel Electricity surcharge,763.0,Bills,expense,NetBanking,False,0.0
2,2025-06-06 07:45:12.219276,Stationery shop notebook,684.0,Shopping,expense,UPI,False,0.0
2,2025-06-06 02:13:12.219276,MakeMyTrip flight Bangalore to Delhi,3178.0,Travel,expense,Credit Card,False,0.0
2,2025-06-07 04:23:12.219276,Water supply bill,242.0,Bills,expense,Cash,False,0.0
2,2025-06-06 21:16:12.219276,MakeMyTrip flight Bangalore to Delhi,6077.0,Travel,expense,UPI,False,0.0
2,2025-06-06 20:06:12.219276,General Physician consultation fee,510.0,Healthcare,expense,Credit Card,False,0.0
2,2025-06-08 02:34:12.219276,Airbnb stay vacation room,5308.0,Travel,expense,UPI,False,0.0
2,2025-06-08 06:17:12.219276,Multivitamins health supplements,448.0,Healthcare,expense,NetBanking,False,0.0
