AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-107.85045017616952,-42.906163503463254,-48.69265301123048,-22.354724693567345,-220.04507947535092,-23.673011071615807,-2.040120200237581,-65.92034763898268,103.417973620957,-37.9460212106467,181.54053734182656,-37.42447742847197,-57.23667757987489,-27.5277163737769
-95.10179656021724,-24.32527687087737,106.93426823086799,-66.48254819417049,-130.6244381868442,-2.060849340213492,-34.85278755585276,-88.0181297257123,37.42371192212576,16.407305982537558,-268.16441460951415,-114.64740265128366,54.773902197945965,132.0539571903428
15.011345356426062,-165.05554940074387,-43.612684250382266,-170.95860231683014,29.016500700562087,155.82800891517613,-77.3139312732788,71.24234392894134,-264.08650073210555,49.12426705860258,18.125470211712937,34.64710146213943,-121.59053808986809,38.693426079990346
75.47374269350753,-16.071248929471587,-199.69543703836027,27.401257828957014,-22.845471630217173,145.05814297078675,-182.06240569668302,-5.654142734662509,-37.88627382794833,-62.37703429754179,-35.3955146597019,66.5036390759138,-57.77975868213,118.98892819270517
1.745736833649818,57.65762179384119,-87.70734183281414,-37.94211355630443,-25.43478044500217,-55.713605721066294,-193.3536225587964,76.05284415737616,154.45508176725912,69.59564476896894,96.6647334652826,-198.28677882845062,-50.70087730329246,17.23561095892416
99.23349921289926,-52.205688900317504,206.74597487958354,43.47636548440085,54.797384321934615,98.68308335627067,-96.44438671752667,-41.23380713443541,22.70279983598555,-9.32581582341938,-59.14564532600828,31.440889284415398,20.564560991080015,-154.5734614136643
-166.57487693990322,-21.284864391719395,-115.74091357797114,-39.48490050595209,10.26991016415818,29.288201828638062,151.98635409099893,57.56168522046428,32.58678666818543,10.066325980295508,-28.419566474559264,137.4626124730519,65.96470266172243,-151.90098790781317
66.6084242334018,145.17110597951836,-34.77396755919215,14.055191343450831,-129.51653256616402,-163.7898279707983,73.36296111539481,-19.069990306558175,0.7650442973679064,-31.639902661951503,63.11927774296002,181.1765161199945,143.7319543340656,129.87240599411177
0.9651276874446182,-20.747076022777357,86.13872965502502,-35.86466593626286,130.3874253228872,-48.635843628938744,186.28501953463513,136.87095807053095,112.97472642990184,16.401782930794695,150.81400033828353,91.33899201094007,-38.80781529362626,9.745727449891687
147.47004981636624,62.31813688295974,263.3562827477126,53.684454265537184,15.376126175113741,158.78535241378265,120.7618992822992,34.44056546551006,-9.250958223055395,-47.42351886287344,-7.5994955614711355,31.494039653882734,26.658421824122115,220.31482388377782
81.98575767192202,96.77197834072422,-3.2360024278457646,49.50507792178922,52.953478450476744,108.88928974458597,-148.1702767371186,-135.596311534751,169.0012651214128,-76.62123212691964,129.2324358047462,-30.754633685310584,41.12388079268104,-5.646180422207768
226.10510191227684,59.963694596036355,-109.46613037816721,219.8881561398689,95.04750052127677,-76.03786217519807,-11.77388934802245,-14.769875464179163,153.04285327680063,14.736591409959813,-8.591288781488993,-186.58775105711817,-9.709330570745992,39.90807938028152
-264.2652668027199,124.80814363812873,-33.01098597498483,62.488999891996855,-17.05810372280752,19.852786885184234,-79.39454996373794,123.06792869595628,-332.2015004093196,-41.93308557855237,36.64151391543516,115.19404324500637,17.10843741901471,53.56228270417073
-155.40008617677304,96.93922702154374,-19.701418916116726,-80.09777819490259,208.00193869897083,47.745647669918874,-31.674695177973284,16.17139474161978,112.79174414458797,-298.8579728335961,127.88512539956503,-68.94064963426635,26.901822355979583,-15.305799653541163
-62.02465118116155,-23.397855933349547,43.99649700054909,13.632605506994071,112.22014834921244,-58.319634617700835,-96.48484092945844,-19.0096739476013,165.5489606517829,45.944021475694186,-55.88924703328577,-32.37075420191714,-59.65866119143073,-148.79312674915766
-22.54516339000686,41.0101562401003,159.6287782665946,77.42887000864295,13.393668517139446,195.77990952865792,29.443276400589298,-19.20902870869183,246.2822348291369,-42.52075963589213,-133.91854629290657,-106.8258346207388,0.25883531827326856,107.14107144311677
-21.615340803664918,222.0246120084882,-76.33155592220479,-158.81806631672137,-19.402932386920575,-18.916524366085582,72.6029779295117,49.88277877609257,-151.3568350590296,-136.2909393195458,13.193146479348009,84.25558148916838,41.74241128253933,-38.75582915179025
-123.58745485843107,125.25717875711297,-101.9250651633606,-36.62974869996112,15.19603888910005,34.34286630046828,-113.55878727689792,21.189062489741573,155.7438432641138,216.3558903006501,7.010046928927226,-101.32399434371628,-11.836436217367865,16.249509544157554
-15.422451707007035,-26.875896254463406,189.49230603044847,37.64486977421196,24.78585587784088,244.2401570231389,59.24053773859338,-52.156407857640566,-8.478205407510819,-4.924699900805115,-62.3035667610324,174.9453115391609,-3.4903384293858,-13.859974180263926
-128.256966849363,-258.52812813099285,-21.596679445448977,21.543605974373598,103.49710760227926,-70.78643942487611,-72.39462495785804,-142.04744593257303,99.54968245251388,120.50608034572868,167.8549136758569,-94.11292110246954,189.24612286149775,53.77178837714879
133.8976944086484,65.69130205522372,-209.52226263191972,-8.965645035120936,-160.3954366800772,136.0108842456082,-17.02761267057268,-159.37498957091728,122.0400947684923,-17.5660348460534,-19.50359394731297,25.01293402338302,29.418359038833298,-179.23107324670994
-193.6908435476675,6.600368843807668,41.77270673726635,-45.65765504505569,31.280691338804484,66.01326053866998,78.3796675874229,-0.43853369804136894,118.96733932562998,35.49418183756649,-12.916752832583938,-110.0181443920778,-88.76184121861927,155.36417760006336
